"","GEOID","year","tech","info","prof","per","total"
"4442",91206,2014,529,127,402,4.24,12465
"4443",91207,2014,139,12,127,9.83,1414
"4444",91208,2014,256,17,239,6.36,4025
"4445",91209,2014,0,0,0,0,132
"4446",91210,2014,153,0,153,2.79,5477
"4447",91214,2014,294,10,284,6.5,4523
"4448",91221,2014,0,0,0,0,161
"4449",91222,2014,0,0,0,0,8
"4450",91224,2014,0,0,0,0,4
"4451",91225,2014,0,0,0,0,1
"4452",91226,2014,0,0,0,0,2
"4453",91301,2014,2777,509,2268,20.53,13529
"4454",91302,2014,3565,954,2611,20.77,17167
"4455",91303,2014,708,204,504,5.42,13074
"4456",91304,2014,475,197,278,3.85,12352
"4457",91305,2014,0,0,0,0,211
"4458",91306,2014,157,74,83,3.24,4852
"4459",91307,2014,348,122,226,4.87,7144
"4460",91308,2014,0,0,0,0,30
"4461",91309,2014,0,0,0,0,7
"4462",91310,2014,0,0,0,0,199
"4463",91311,2014,2734,763,1971,7.71,35448
"4464",91313,2014,0,0,0,0,317
"4465",91316,2014,985,219,766,11.28,8733
"4466",91321,2014,454,239,215,5.93,7656
"4467",91322,2014,0,0,0,0,302
"4468",91324,2014,602,0,602,3.2,18796
"4469",91325,2014,224,62,162,2.26,9931
"4470",91326,2014,215,35,180,5.43,3961
"4471",91327,2014,0,0,0,0,6
"4472",91328,2014,13,0,13,0.7,1865
"4473",91330,2014,0,0,0,0,6609
"4474",91331,2014,193,0,193,1.42,13622
"4475",91334,2014,0,0,0,0,19
"4476",91335,2014,345,125,220,2.94,11728
"4477",91337,2014,0,0,0,0,17
"4478",91340,2014,599,84,515,4.37,13692
"4479",91341,2014,0,0,0,0,260
"4480",91342,2014,291,24,267,1.4,20726
"4481",91343,2014,243,19,224,2.43,9984
"4482",91344,2014,339,26,313,3.64,9317
"4483",91345,2014,327,0,327,6.57,4980
"4484",91346,2014,0,0,0,0,2050
"4485",91350,2014,421,98,323,4.7,8963
"4486",91351,2014,486,125,361,6.17,7877
"4487",91352,2014,572,150,422,2.97,19232
"4488",91353,2014,0,0,0,0,188
"4489",91354,2014,135,10,125,7.9,1709
"4490",91355,2014,3367,805,2562,6.74,49942
"4491",91356,2014,1049,189,860,8.33,12600
"4492",91357,2014,0,0,0,0,360
"4493",91361,2014,2942,229,2713,18.72,15718
"4494",91362,2014,2066,248,1818,10.08,20498
"4495",91364,2014,2001,328,1673,11.03,18144
"4496",91365,2014,0,0,0,0,233
"4497",91367,2014,5313,1258,4055,14.91,35645
"4498",91372,2014,0,0,0,0,7
"4499",91376,2014,4,0,4,26.67,15
"4500",91380,2014,0,0,0,0,1301
"4501",91381,2014,229,44,185,5.18,4417
"4502",91383,2014,0,0,0,0,1173
"4503",91384,2014,65,4,61,3.24,2004
"4504",91385,2014,0,0,0,0,13
"4505",91386,2014,0,0,0,0,25
"4506",91387,2014,104,19,85,4.44,2340
"4507",91390,2014,83,16,67,6.95,1194
"4508",91392,2014,0,0,0,0,1606
"4509",91393,2014,0,0,0,0,72
"4510",91394,2014,0,0,0,0,12
"4511",91395,2014,0,0,0,0,3
"4512",91396,2014,0,0,0,0,7
"4513",91401,2014,340,100,240,3.62,9396
"4514",91402,2014,230,104,126,1.73,13304
"4515",91403,2014,3204,913,2291,20.05,15980
"4516",91404,2014,0,0,0,0,14
"4517",91405,2014,955,823,132,6.93,13774
"4518",91406,2014,1977,630,1347,8.03,24630
"4519",91407,2014,0,0,0,0,44
"4520",91408,2014,0,0,0,0,91
"4521",91409,2014,0,0,0,0,848
"4522",91410,2014,0,0,0,0,16
"4523",91411,2014,951,0,951,9.28,10246
"4524",91412,2014,0,0,0,0,113
"4525",91413,2014,0,0,0,0,152
"4526",91416,2014,0,0,0,0,23
"4527",91423,2014,1390,207,1183,12.09,11493
"4528",91426,2014,0,0,0,0,13
"4529",91436,2014,4220,583,3637,25.48,16565
"4530",91501,2014,102,38,64,4.29,2379
"4531",91502,2014,17034,15048,1986,44.18,38557
"4532",91503,2014,0,0,0,0,406
"4533",91504,2014,43892,38853,5039,74.44,58959
"4534",91505,2014,11598,6412,5186,39.4,29435
"4535",91506,2014,732,304,428,7.89,9275
"4536",91507,2014,0,0,0,0,64
"4537",91508,2014,0,0,0,0,2
"4538",91510,2014,352,352,0,42.87,821
"4539",91521,2014,6356,6116,240,73.66,8629
"4540",91522,2014,0,0,0,0,3190
"4541",91523,2014,0,0,0,0,770
"4542",91601,2014,1472,973,499,14.52,10140
"4543",91602,2014,752,315,437,14.68,5124
"4544",91603,2014,0,0,0,0,181
"4545",91604,2014,1385,466,919,12.38,11184
"4546",91605,2014,480,149,331,2.87,16733
"4547",91606,2014,470,125,345,4.64,10130
"4548",91607,2014,663,424,239,12.52,5295
"4549",91608,2014,12983,12803,180,79.92,16245
"4550",91609,2014,0,0,0,0,12
"4551",91610,2014,0,0,0,0,54
"4552",91614,2014,0,0,0,0,27
"4553",91615,2014,0,0,0,0,150
"4554",91617,2014,0,0,0,NA,0
"4555",91702,2014,504,133,371,3.05,16506
"4556",91706,2014,1198,571,627,3.53,33937
"4557",91709,2014,681,13,668,5.28,12893
"4558",91710,2014,1259,182,1077,3.16,39838
"4559",91711,2014,936,31,905,6.67,14030
"4560",91714,2014,0,0,0,0,73
"4561",91715,2014,0,0,0,0,1672
"4562",91716,2014,0,0,0,0,1143
"4563",91722,2014,192,0,192,2.41,7956
"4564",91723,2014,347,104,243,4.85,7152
"4565",91724,2014,427,20,407,6.39,6679
"4566",91731,2014,763,296,467,4.24,18007
"4567",91732,2014,157,0,157,2.4,6529
"4568",91733,2014,531,47,484,2.64,20144
"4569",91734,2014,0,0,0,0,1001
"4570",91740,2014,1180,99,1081,10.41,11339
"4571",91741,2014,184,6,178,3.83,4804
"4572",91744,2014,315,91,224,2.46,12822
"4573",91745,2014,959,265,694,6.05,15855
"4574",91746,2014,498,190,308,2.91,17121
"4575",91747,2014,0,0,0,0,515
"4576",91748,2014,1297,251,1046,4.45,29154
"4577",91749,2014,0,0,0,0,809
"4578",91750,2014,499,53,446,4.45,11214
"4579",91754,2014,1889,298,1591,8.88,21276
"4580",91755,2014,279,10,269,6.2,4498
"4581",91759,2014,0,0,0,0,75
"4582",91765,2014,1088,45,1043,7.85,13855
"4583",91766,2014,208,0,208,1.33,15582
"4584",91767,2014,165,0,165,1.3,12687
"4585",91768,2014,398,0,398,2.22,17961
"4586",91769,2014,0,0,0,0,2111
"4587",91770,2014,471,85,386,2.76,17043
"4588",91773,2014,2587,1709,878,13.39,19317
"4589",91775,2014,153,13,140,4.9,3121
"4590",91776,2014,591,59,532,4.93,11980
"4591",91778,2014,0,0,0,0,956
"4592",91780,2014,278,74,204,4.46,6233
"4593",91788,2014,0,0,0,0,245
"4594",91789,2014,1020,60,960,4.8,21243
"4595",91790,2014,770,350,420,4.96,15530
"4596",91791,2014,584,307,277,6.91,8456
"4597",91792,2014,118,0,118,3.16,3731
"4598",91793,2014,0,0,0,0,70
"4599",91801,2014,796,184,612,4.95,16072
"4600",91802,2014,0,0,0,0,422
"4601",91803,2014,1037,28,1009,11.21,9251
"4602",92397,2014,9,0,9,1.75,513
"4603",92821,2014,3075,251,2824,7.99,38492
"4604",92823,2014,40,0,40,1.08,3693
"4605",93243,2014,0,0,0,0,1979
"4606",93510,2014,18,0,18,1.29,1392
"4607",93523,2014,455,0,455,52.3,870
"4608",93532,2014,0,0,0,0,2081
"4609",93534,2014,1087,84,1003,4.68,23220
"4610",93535,2014,235,95,140,2.7,8701
"4611",93536,2014,276,119,157,2.51,10976
"4612",93539,2014,0,0,0,0,53
"4613",93543,2014,0,0,0,0,799
"4614",93544,2014,0,0,0,0,131
"4615",93550,2014,735,255,480,4.45,16514
"4616",93551,2014,609,276,333,4.93,12358
"4617",93552,2014,14,7,7,0.54,2608
"4618",93553,2014,0,0,0,0,423
"4619",93560,2014,72,0,72,4.72,1525
"4620",93563,2014,0,0,0,0,39
"4621",93584,2014,0,0,0,0,33
"4622",93586,2014,0,0,0,0,8
"4623",93590,2014,0,0,0,0,210
"4624",93591,2014,0,0,0,0,430
"4625",90001,2015,61,0,61,0.67,9046
"4626",90002,2015,0,0,0,0,3070
"4627",90003,2015,29,0,29,0.4,7176
"4628",90004,2015,932,243,689,8.62,10806
"4629",90005,2015,698,294,404,10.65,6552
"4630",90006,2015,326,63,263,3.5,9309
"4631",90007,2015,313,34,279,2.17,14420
"4632",90008,2015,30,0,30,0.48,6296
"4633",90009,2015,0,0,0,0,4371
"4634",90010,2015,5233,666,4567,16.51,31702
"4635",90011,2015,137,0,137,1.19,11476
"4636",90012,2015,3505,2735,770,2.3,152500
"4637",90013,2015,1647,174,1473,9.57,17214
"4638",90014,2015,1176,0,1176,8.89,13226
"4639",90015,2015,1863,594,1269,4.8,38842
"4640",90016,2015,1069,662,407,10.77,9928
"4641",90017,2015,15689,1874,13815,24.75,63393
"4642",90018,2015,135,0,135,2.47,5474
"4643",90019,2015,345,38,307,4.11,8395
"4644",90020,2015,152,50,102,1.08,14118
"4645",90021,2015,791,0,791,2.77,28572
"4646",90022,2015,605,271,334,3.17,19075
"4647",90023,2015,724,89,635,3.64,19915
"4648",90024,2015,4000,727,3273,8.37,47793
"4649",90025,2015,9012,2732,6280,26.51,33998
"4650",90026,2015,607,146,461,6.62,9172
"4651",90027,2015,1063,481,582,4.2,25319
"4652",90028,2015,7276,4337,2939,24.18,30088
"4653",90029,2015,110,21,89,1.52,7250
"4654",90030,2015,0,0,0,0,229
"4655",90031,2015,292,0,292,2.69,10835
"4656",90032,2015,602,9,593,5.78,10410
"4657",90033,2015,226,0,226,1.09,20670
"4658",90034,2015,1169,425,744,9.92,11789
"4659",90035,2015,3196,2758,438,27.26,11724
"4660",90036,2015,5845,3078,2767,20.5,28511
"4661",90037,2015,80,18,62,0.94,8470
"4662",90038,2015,5153,4086,1067,39.19,13150
"4663",90039,2015,598,89,509,5.97,10021
"4664",90040,2015,2330,0,2330,5.33,43698
"4665",90041,2015,459,145,314,5.47,8394
"4666",90042,2015,152,52,100,2.88,5269
"4667",90043,2015,41,18,23,0.66,6177
"4668",90044,2015,0,0,0,0,6857
"4669",90045,2015,4454,2048,2406,6.39,69681
"4670",90046,2015,1929,780,1149,10.89,17719
"4671",90047,2015,77,13,64,1.35,5693
"4672",90048,2015,3324,611,2713,8.74,38053
"4673",90049,2015,4239,2896,1343,24.89,17030
"4674",90050,2015,0,0,0,NA,0
"4675",90051,2015,0,0,0,0,78
"4676",90052,2015,0,0,0,0,2870
"4677",90053,2015,0,0,0,NA,0
"4678",90054,2015,0,0,0,0,11
"4679",90055,2015,0,0,0,0,5
"4680",90056,2015,398,155,243,16.05,2480
"4681",90057,2015,471,74,397,4.28,11013
"4682",90058,2015,26,26,0,0.06,40331
"4683",90059,2015,0,0,0,0,4358
"4684",90060,2015,0,0,0,0,42
"4685",90061,2015,227,31,196,3.19,7117
"4686",90062,2015,3,0,3,0.1,2895
"4687",90063,2015,71,0,71,1.21,5860
"4688",90064,2015,11316,5364,5952,39.8,28431
"4689",90065,2015,718,454,264,7.46,9629
"4690",90066,2015,4512,1218,3294,31.54,14306
"4691",90067,2015,10878,1918,8960,38.14,28524
"4692",90068,2015,861,441,420,18.69,4607
"4693",90069,2015,3146,899,2247,15.66,20086
"4694",90070,2015,0,0,0,NA,0
"4695",90071,2015,10764,0,10764,34.29,31389
"4696",90072,2015,0,0,0,NA,0
"4697",90073,2015,0,0,0,0,4791
"4698",90075,2015,0,0,0,NA,0
"4699",90076,2015,0,0,0,0,32
"4700",90077,2015,124,33,91,4.99,2485
"4701",90078,2015,0,0,0,0,25
"4702",90079,2015,102,33,69,9.07,1125
"4703",90081,2015,0,0,0,NA,0
"4704",90082,2015,0,0,0,NA,0
"4705",90086,2015,0,0,0,0,1341
"4706",90087,2015,0,0,0,0,7
"4707",90089,2015,0,0,0,0,18539
"4708",90091,2015,0,0,0,NA,0
"4709",90093,2015,0,0,0,NA,0
"4710",90094,2015,1304,0,1304,42.19,3091
"4711",90095,2015,164,0,164,1.63,10074
"4712",90201,2015,346,101,245,1.97,17585
"4713",90202,2015,0,0,0,0,57
"4714",90209,2015,7,7,0,50,14
"4715",90210,2015,3316,1688,1628,13.31,24915
"4716",90211,2015,2213,501,1712,17.47,12668
"4717",90212,2015,2624,439,2185,15.38,17065
"4718",90213,2015,0,0,0,0,180
"4719",90220,2015,709,0,709,2,35367
"4720",90221,2015,209,0,209,1.63,12805
"4721",90222,2015,0,0,0,0,3281
"4722",90223,2015,0,0,0,NA,0
"4723",90224,2015,0,0,0,0,161
"4724",90230,2015,4718,3181,1537,15.13,31185
"4725",90231,2015,0,0,0,0,8326
"4726",90232,2015,6348,1626,4722,33.4,19004
"4727",90233,2015,0,0,0,NA,0
"4728",90239,2015,0,0,0,0,104
"4729",90240,2015,302,30,272,6.2,4871
"4730",90241,2015,405,153,252,2.11,19227
"4731",90242,2015,265,48,217,2.21,12000
"4732",90245,2015,20990,5276,15714,33.25,63129
"4733",90247,2015,328,192,136,2.25,14583
"4734",90248,2015,888,0,888,2.55,34869
"4735",90249,2015,104,0,104,0.97,10746
"4736",90250,2015,660,182,478,2.8,23590
"4737",90251,2015,0,0,0,0,85
"4738",90254,2015,836,328,508,11.6,7204
"4739",90255,2015,337,127,210,2.26,14914
"4740",90260,2015,290,19,271,4.76,6090
"4741",90261,2015,12,0,12,0.85,1414
"4742",90262,2015,148,48,100,1.28,11521
"4743",90263,2015,0,0,0,0,1740
"4744",90264,2015,0,0,0,0,18
"4745",90265,2015,1146,185,961,14.55,7875
"4746",90266,2015,2206,514,1692,13.03,16936
"4747",90267,2015,0,0,0,0,52
"4748",90270,2015,27,0,27,0.56,4838
"4749",90272,2015,1070,586,484,20.98,5100
"4750",90274,2015,834,199,635,11.38,7330
"4751",90275,2015,417,11,406,7.7,5418
"4752",90277,2015,940,131,809,7.99,11759
"4753",90278,2015,1348,183,1165,9.29,14510
"4754",90280,2015,692,0,692,2.48,27931
"4755",90290,2015,84,38,46,10.84,775
"4756",90291,2015,2166,778,1388,19.33,11207
"4757",90292,2015,2640,360,2280,18.51,14265
"4758",90293,2015,209,29,180,15.5,1348
"4759",90294,2015,0,0,0,NA,0
"4760",90295,2015,0,0,0,0,6
"4761",90301,2015,373,105,268,2.5,14900
"4762",90302,2015,83,0,83,1.71,4854
"4763",90303,2015,135,0,135,2.42,5570
"4764",90304,2015,55,0,55,1.56,3520
"4765",90305,2015,0,0,0,0,1181
"4766",90306,2015,0,0,0,0,34
"4767",90307,2015,0,0,0,0,8
"4768",90308,2015,0,0,0,0,43
"4769",90309,2015,0,0,0,NA,0
"4770",90310,2015,0,0,0,0,132
"4771",90311,2015,0,0,0,NA,0
"4772",90312,2015,0,0,0,0,39
"4773",90401,2015,6583,3019,3564,22.22,29621
"4774",90402,2015,272,158,114,13.41,2029
"4775",90403,2015,1170,171,999,12.78,9152
"4776",90404,2015,11064,6287,4777,37.11,29816
"4777",90405,2015,3909,958,2951,21.79,17937
"4778",90406,2015,0,0,0,0,352
"4779",90407,2015,0,0,0,NA,0
"4780",90408,2015,0,0,0,NA,0
"4781",90409,2015,0,0,0,0,6
"4782",90410,2015,0,0,0,0,50
"4783",90501,2015,2681,402,2279,10.88,24647
"4784",90502,2015,1526,0,1526,8.98,17000
"4785",90503,2015,2503,713,1790,7.48,33474
"4786",90504,2015,588,195,393,6.5,9050
"4787",90505,2015,2402,159,2243,8.22,29220
"4788",90506,2015,0,0,0,NA,0
"4789",90507,2015,0,0,0,NA,0
"4790",90509,2015,85,0,85,1.63,5214
"4791",90510,2015,0,0,0,0,11
"4792",90601,2015,161,13,148,1.32,12239
"4793",90602,2015,262,0,262,2.95,8877
"4794",90603,2015,99,0,99,2.22,4469
"4795",90604,2015,30,0,30,1.08,2766
"4796",90605,2015,216,9,207,2.53,8526
"4797",90606,2015,141,0,141,2.3,6135
"4798",90607,2015,0,0,0,0,239
"4799",90608,2015,0,0,0,0,1999
"4800",90609,2015,0,0,0,NA,0
"4801",90610,2015,0,0,0,NA,0
"4802",90623,2015,413,0,413,6.26,6601
"4803",90630,2015,2549,796,1753,10.86,23475
"4804",90631,2015,479,118,361,2.96,16207
"4805",90637,2015,0,0,0,0,127
"4806",90638,2015,583,74,509,3.78,15405
"4807",90639,2015,0,0,0,0,1478
"4808",90640,2015,547,85,462,2.37,23079
"4809",90650,2015,586,146,440,2.64,22186
"4810",90651,2015,0,0,0,0,114
"4811",90652,2015,0,0,0,NA,0
"4812",90660,2015,325,77,248,2.01,16130
"4813",90662,2015,0,0,0,NA,0
"4814",90670,2015,1517,269,1248,2.77,54697
"4815",90701,2015,149,0,149,1.54,9667
"4816",90702,2015,0,0,0,0,449
"4817",90703,2015,2280,1058,1222,7.1,32092
"4818",90704,2015,0,0,0,0,2593
"4819",90706,2015,236,0,236,1.22,19357
"4820",90707,2015,0,0,0,0,79
"4821",90710,2015,135,20,115,1.88,7179
"4822",90711,2015,0,0,0,0,48
"4823",90712,2015,481,221,260,4.05,11877
"4824",90713,2015,47,0,47,1.23,3828
"4825",90714,2015,0,0,0,0,1119
"4826",90715,2015,38,0,38,2.78,1366
"4827",90716,2015,7,0,7,0.17,4040
"4828",90717,2015,157,10,147,4.2,3742
"4829",90723,2015,533,115,418,2.91,18295
"4830",90731,2015,605,98,507,4.81,12568
"4831",90732,2015,87,7,80,2.75,3166
"4832",90733,2015,0,0,0,0,80
"4833",90734,2015,0,0,0,NA,0
"4834",90744,2015,235,101,134,1.99,11784
"4835",90745,2015,289,24,265,2.01,14397
"4836",90746,2015,998,151,847,6.73,14820
"4837",90747,2015,0,0,0,0,2621
"4838",90748,2015,0,0,0,0,449
"4839",90749,2015,33,0,33,2.42,1362
"4840",90755,2015,555,55,500,4.77,11645
"4841",90801,2015,39,0,39,0.51,7688
"4842",90802,2015,3074,133,2941,11.22,27408
"4843",90803,2015,861,150,711,8.82,9760
"4844",90804,2015,561,0,561,6.23,9000
"4845",90805,2015,160,0,160,1.12,14285
"4846",90806,2015,1239,44,1195,8.75,14168
"4847",90807,2015,1266,0,1266,9.38,13502
"4848",90808,2015,605,311,294,5.47,11066
"4849",90809,2015,0,0,0,0,187
"4850",90810,2015,764,218,546,5.02,15217
"4851",90813,2015,278,0,278,2.18,12745
"4852",90814,2015,60,0,60,2.91,2062
"4853",90815,2015,937,280,657,7.05,13299
"4854",90822,2015,0,0,0,0,3216
"4855",90831,2015,213,0,213,16.89,1261
"4856",90840,2015,0,0,0,0,5670
"4857",90846,2015,0,0,0,0,2714
"4858",90853,2015,0,0,0,NA,0
"4859",91001,2015,299,49,250,7.55,3961
"4860",91003,2015,0,0,0,0,62
"4861",91006,2015,1124,50,1074,8.5,13229
"4862",91007,2015,623,111,512,4.65,13395
"4863",91008,2015,0,0,0,0,63
"4864",91009,2015,0,0,0,0,351
"4865",91010,2015,116,6,110,0.98,11844
"4866",91011,2015,327,106,221,5.4,6060
"4867",91012,2015,0,0,0,0,4
"4868",91016,2015,2140,218,1922,12.54,17062
"4869",91017,2015,0,0,0,0,267
"4870",91020,2015,215,0,215,7.66,2807
"4871",91021,2015,0,0,0,0,51
"4872",91024,2015,96,4,92,4.04,2374
"4873",91025,2015,0,0,0,0,17
"4874",91030,2015,749,112,637,11.57,6475
"4875",91031,2015,0,0,0,0,10
"4876",91040,2015,145,0,145,4.23,3425
"4877",91041,2015,0,0,0,0,39
"4878",91042,2015,220,58,162,5.42,4059
"4879",91043,2015,0,0,0,0,25
"4880",91046,2015,0,0,0,0,74
"4881",91066,2015,0,0,0,0,57
"4882",91077,2015,0,0,0,0,7
"4883",91101,2015,4584,775,3809,18.19,25201
"4884",91102,2015,0,0,0,0,120
"4885",91103,2015,2203,1345,858,23.39,9420
"4886",91104,2015,267,28,239,5.34,5000
"4887",91105,2015,2460,1012,1448,14.35,17148
"4888",91106,2015,657,45,612,7.65,8590
"4889",91107,2015,1531,132,1399,8.23,18607
"4890",91108,2015,257,0,257,7.39,3478
"4891",91109,2015,0,0,0,0,13829
"4892",91114,2015,0,0,0,0,13
"4893",91115,2015,0,0,0,NA,0
"4894",91116,2015,0,0,0,NA,0
"4895",91117,2015,0,0,0,NA,0
"4896",91118,2015,0,0,0,NA,0
"4897",91125,2015,0,0,0,0,96
"4898",91126,2015,0,0,0,NA,0
"4899",91201,2015,888,330,558,5.94,14962
"4900",91202,2015,426,13,413,7.45,5715
"4901",91203,2015,4058,655,3403,19.14,21203
"4902",91204,2015,541,87,454,3.35,16135
"4903",91205,2015,721,201,520,5.67,12718
"4904",91206,2015,496,100,396,3.92,12668
"4905",91207,2015,85,11,74,6.47,1313
"4906",91208,2015,253,21,232,5.67,4462
"4907",91209,2015,0,0,0,0,141
"4908",91210,2015,265,126,139,4.82,5499
"4909",91214,2015,303,18,285,6.2,4890
"4910",91221,2015,0,0,0,0,176
"4911",91222,2015,0,0,0,NA,0
"4912",91224,2015,0,0,0,NA,0
"4913",91225,2015,0,0,0,NA,0
"4914",91226,2015,0,0,0,0,4
"4915",91301,2015,4041,748,3293,27.18,14866
"4916",91302,2015,3179,653,2526,18.74,16966
"4917",91303,2015,606,183,423,4.97,12184
"4918",91304,2015,633,275,358,4.71,13449
"4919",91305,2015,0,0,0,0,191
"4920",91306,2015,237,125,112,4.53,5228
"4921",91307,2015,396,126,270,5.27,7518
"4922",91308,2015,0,0,0,0,18
"4923",91309,2015,0,0,0,0,6
"4924",91310,2015,0,0,0,0,178
"4925",91311,2015,2765,846,1919,7.69,35937
"4926",91313,2015,0,0,0,0,322
"4927",91316,2015,979,313,666,10.58,9254
"4928",91321,2015,429,211,218,5.27,8141
"4929",91322,2015,0,0,0,0,319
"4930",91324,2015,602,0,602,3.16,19038
"4931",91325,2015,204,46,158,2.04,9998
"4932",91326,2015,208,39,169,5.32,3911
"4933",91327,2015,0,0,0,0,11
"4934",91328,2015,15,0,15,0.77,1938
"4935",91330,2015,0,0,0,0,6874
"4936",91331,2015,233,0,233,1.71,13651
"4937",91334,2015,0,0,0,0,20
"4938",91335,2015,354,133,221,2.96,11965
"4939",91337,2015,0,0,0,0,14
"4940",91340,2015,620,188,432,4.47,13855
"4941",91341,2015,0,0,0,0,268
"4942",91342,2015,278,20,258,1.27,21817
"4943",91343,2015,217,28,189,2.27,9554
"4944",91344,2015,360,30,330,3.57,10075
"4945",91345,2015,279,0,279,5.04,5541
"4946",91346,2015,0,0,0,0,2206
"4947",91350,2015,383,63,320,4.26,8990
"4948",91351,2015,491,138,353,6.63,7409
"4949",91352,2015,643,200,443,3.19,20152
"4950",91353,2015,0,0,0,0,159
"4951",91354,2015,174,19,155,9.2,1891
"4952",91355,2015,3572,844,2728,6.87,52030
"4953",91356,2015,1189,253,936,9.11,13058
"4954",91357,2015,0,0,0,0,250
"4955",91361,2015,3178,329,2849,19.51,16288
"4956",91362,2015,2274,315,1959,10.69,21272
"4957",91364,2015,1783,241,1542,9.55,18668
"4958",91365,2015,0,0,0,0,264
"4959",91367,2015,5654,1166,4488,14.78,38247
"4960",91372,2015,0,0,0,0,8
"4961",91376,2015,2,0,2,5.71,35
"4962",91380,2015,0,0,0,0,1404
"4963",91381,2015,240,25,215,5.2,4613
"4964",91382,2015,0,0,0,NA,0
"4965",91383,2015,0,0,0,0,1139
"4966",91384,2015,55,3,52,2.57,2141
"4967",91385,2015,0,0,0,NA,0
"4968",91386,2015,0,0,0,0,31
"4969",91387,2015,145,27,118,6.25,2320
"4970",91390,2015,129,21,108,9.68,1332
"4971",91392,2015,0,0,0,0,1552
"4972",91393,2015,0,0,0,0,80
"4973",91394,2015,0,0,0,0,12
"4974",91395,2015,0,0,0,0,3
"4975",91401,2015,347,106,241,3.56,9756
"4976",91402,2015,239,87,152,1.72,13873
"4977",91403,2015,3038,784,2254,19.74,15393
"4978",91404,2015,0,0,0,0,88
"4979",91405,2015,1004,881,123,6.97,14403
"4980",91406,2015,2101,592,1509,7.77,27027
"4981",91407,2015,0,0,0,NA,0
"4982",91408,2015,0,0,0,0,160
"4983",91409,2015,0,0,0,0,899
"4984",91410,2015,0,0,0,NA,0
"4985",91411,2015,760,0,760,7.75,9807
"4986",91412,2015,0,0,0,0,137
"4987",91413,2015,0,0,0,0,112
"4988",91416,2015,0,0,0,0,21
"4989",91423,2015,1721,282,1439,14.19,12131
"4990",91426,2015,0,0,0,0,9
"4991",91436,2015,4286,526,3760,25.34,16914
"4992",91501,2015,86,29,57,3.65,2358
"4993",91502,2015,12257,10807,1450,35.85,34187
"4994",91503,2015,0,0,0,0,306
"4995",91504,2015,55699,51467,4232,78.94,70557
"4996",91505,2015,12264,6728,5536,40.27,30456
"4997",91506,2015,933,435,498,9.23,10108
"4998",91507,2015,0,0,0,NA,0
"4999",91510,2015,638,638,0,55.96,1140
"5000",91521,2015,7048,6066,982,76.14,9257
"5001",91522,2015,0,0,0,0,3616
"5002",91523,2015,0,0,0,0,824
"5003",91601,2015,1557,974,583,15.03,10356
"5004",91602,2015,735,309,426,13.78,5334
"5005",91603,2015,0,0,0,0,156
"5006",91604,2015,1444,528,916,11.64,12402
"5007",91605,2015,506,139,367,2.94,17184
"5008",91606,2015,489,153,336,5.55,8814
"5009",91607,2015,613,360,253,11.63,5273
"5010",91608,2015,12962,12838,124,79.47,16311
"5011",91609,2015,0,0,0,0,17
"5012",91610,2015,0,0,0,0,44
"5013",91614,2015,0,0,0,0,24
"5014",91615,2015,0,0,0,0,145
"5015",91702,2015,648,134,514,3.74,17324
"5016",91706,2015,1108,583,525,3.28,33741
"5017",91709,2015,635,0,635,4.56,13937
"5018",91710,2015,1366,196,1170,3.31,41217
"5019",91711,2015,907,31,876,6.28,14450
"5020",91714,2015,0,0,0,NA,0
"5021",91715,2015,0,0,0,0,2047
"5022",91716,2015,0,0,0,0,1137
"5023",91722,2015,173,0,173,2.18,7936
"5024",91723,2015,352,88,264,4.63,7597
"5025",91724,2015,419,29,390,6.03,6952
"5026",91731,2015,722,316,406,4.08,17712
"5027",91732,2015,210,116,94,3.08,6829
"5028",91733,2015,530,57,473,2.64,20077
"5029",91734,2015,0,0,0,0,1066
"5030",91740,2015,1256,100,1156,10.67,11776
"5031",91741,2015,195,4,191,3.92,4974
"5032",91744,2015,355,88,267,2.69,13211
"5033",91745,2015,766,243,523,5.04,15201
"5034",91746,2015,578,167,411,3.11,18586
"5035",91747,2015,0,0,0,0,544
"5036",91748,2015,1286,301,985,4.23,30386
"5037",91749,2015,0,0,0,0,807
"5038",91750,2015,506,61,445,4.38,11541
"5039",91754,2015,1511,283,1228,7.2,20998
"5040",91755,2015,242,6,236,5.28,4586
"5041",91759,2015,0,0,0,0,80
"5042",91765,2015,1092,53,1039,7.33,14891
"5043",91766,2015,206,0,206,1.31,15725
"5044",91767,2015,254,0,254,1.94,13068
"5045",91768,2015,400,0,400,2.11,18979
"5046",91769,2015,0,0,0,0,1694
"5047",91770,2015,466,95,371,2.7,17247
"5048",91773,2015,2502,1576,926,12.71,19683
"5049",91775,2015,134,9,125,4.32,3105
"5050",91776,2015,743,89,654,6.24,11902
"5051",91778,2015,0,0,0,0,981
"5052",91780,2015,230,55,175,3.68,6254
"5053",91788,2015,0,0,0,0,283
"5054",91789,2015,1104,61,1043,5.02,22012
"5055",91790,2015,657,324,333,4.25,15454
"5056",91791,2015,409,141,268,4.72,8657
"5057",91792,2015,136,0,136,3.51,3874
"5058",91793,2015,0,0,0,0,73
"5059",91801,2015,873,171,702,5.37,16258
"5060",91802,2015,0,0,0,0,411
"5061",91803,2015,344,17,327,3.84,8955
"5062",92397,2015,6,0,6,1.13,533
"5063",92821,2015,2488,482,2006,6.42,38738
"5064",92823,2015,92,0,92,2.81,3277
"5065",93243,2015,0,0,0,0,2286
